PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,player_id
1506,Austin,Croshere,Austin Croshere,"Croshere, Austin",A. Croshere,austin-croshere,1975-05-01T00:00:00,Providence,USA,Providence/USA,6-10,240,12,,Forward,Inactive,N,0,,,,,austin_croshere,1997,2008,N,Y,Y,1997,1,12,N,1506
2223,Samuel,Dalembert,Samuel Dalembert,"Dalembert, Samuel",S. Dalembert,samuel-dalembert,1980-05-10T00:00:00,Seton Hall,Haiti,Seton Hall/Haiti,6-11,255,14,,Center,Inactive,N,0,,,,,samuel_dalembert,2001,2014,N,Y,Y,2001,1,26,N,2223
956,Erick,Dampier,Erick Dampier,"Dampier, Erick",E. Dampier,erick-dampier,1975-07-14T00:00:00,Mississippi State,USA,Mississippi State/USA,6-11,265,17,25,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,erick_dampier,1996,2011,N,Y,Y,1996,1,10,N,956
1498,Antonio,Daniels,Antonio Daniels,"Daniels, Antonio",A. Daniels,antonio-daniels,1975-03-19T00:00:00,Bowling Green,USA,Bowling Green/USA,6-4,205,14,22,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,antonio_daniels,1997,2010,Y,Y,Y,1997,1,4,N,1498
2845,Erik,Daniels,Erik Daniels,"Daniels, Erik",E. Daniels,erik-daniels,1982-04-01T00:00:00,Kentucky,USA,Kentucky/USA,,,2,,,Inactive,N,0,,,,,erik_daniels,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2845
2605,Marquis,Daniels,Marquis Daniels,"Daniels, Marquis",M. Daniels,marquis-daniels,1981-01-07T00:00:00,Auburn,USA,Auburn/USA,6-6,200,11,6,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,marquis_daniels,2003,2012,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2605
213,Antonio,Davis,Antonio Davis,"Davis, Antonio",A. Davis,antonio-davis,1968-10-31T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-9,245,13,,Forward-Center,Inactive,N,0,,,,,antonio_davis,1993,2005,N,Y,Y,1990,2,45,N,213
1884,Baron,Davis,Baron Davis,"Davis, Baron",B. Davis,baron-davis,1979-04-13T00:00:00,UCLA,USA,UCLA/USA,6-3,212,14,85,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,baron_davis,1999,2011,Y,Y,Y,1999,1,3,N,1884
905,Dale,Davis,Dale Davis,"Davis, Dale",D. Davis,dale-davis,1969-03-25T00:00:00,Clemson,USA,Clemson/USA,6-11,252,17,34,Center-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,dale_davis,1991,2006,N,Y,Y,1991,1,13,N,905
2668,Josh,Davis,Josh Davis,"Davis, Josh",J. Davis,josh-davis,1980-08-10T00:00:00,Wyoming,USA,Wyoming/USA,6-8,235,4,,Forward,Inactive,N,0,,,,,josh_davis,2003,2011,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2668
1729,Ricky,Davis,Ricky Davis,"Davis, Ricky",R. Davis,ricky-davis,1979-09-23T00:00:00,Iowa,USA,Iowa/USA,6-7,195,12,,Guard,Inactive,N,0,,,,,ricky_davis,1998,2009,Y,Y,Y,1998,1,21,N,1729
2568,Carlos,Delfino,Carlos Delfino,"Delfino, Carlos",C. Delfino,carlos-delfino,1982-08-29T00:00:00,Fortitudo Bologna,Argentina,Fortitudo Bologna/Argentina,6-6,230,9,10,Guard-Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,carlos_delfino,2004,2013,N,Y,Y,2003,1,25,N,2568
960,Tony,Delk,Tony Delk,"Delk, Tony",T. Delk,tony-delk,1974-01-28T00:00:00,Kentucky,USA,Kentucky/USA,6-2,189,10,00,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,tony_delk,1996,2005,N,Y,Y,1996,1,16,N,960
2564,Boris,Diaw,Boris Diaw,"Diaw, Boris",B. Diaw,boris-diaw,1982-04-16T00:00:00,Pau Orthez,France,Pau Orthez/France,6-8,250,15,33,Center-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,boris_diaw,2003,2016,N,Y,Y,2003,1,21,N,2564
2424,Dan,Dickau,Dan Dickau,"Dickau, Dan",D. Dickau,dan-dickau,1978-09-16T00:00:00,Gonzaga,USA,Gonzaga/USA,6-0,180,7,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,dan_dickau,2002,2007,Y,Y,Y,2002,1,28,N,2424
2205,DeSagana,Diop,DeSagana Diop,"Diop, DeSagana",D. Diop,desagana-diop,1982-01-30T00:00:00,Oak Hill Academy (VA),Senegal,Oak Hill Academy (VA)/Senegal,7-0,280,13,2,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,desagana_diop,2001,2012,N,Y,Y,2001,1,8,N,2205
124,Vlade,Divac,Vlade Divac,"Divac, Vlade",V. Divac,vlade-divac,1968-02-03T00:00:00,Partizan,Serbia,Partizan/Serbia,7-1,260,17,21,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,vlade_divac,1989,2004,N,Y,Y,1989,1,26,N,124
2413,Juan,Dixon,Juan Dixon,"Dixon, Juan",J. Dixon,juan-dixon,1978-10-09T00:00:00,Maryland,USA,Maryland/USA,6-3,165,8,12,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,juan_dixon,2002,2008,N,Y,Y,2002,1,17,N,2413
1720,Michael,Doleac,Michael Doleac,"Doleac, Michael",M. Doleac,michael-doleac,1977-06-15T00:00:00,Utah,USA,Utah/USA,6-11,262,11,51,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,michael_doleac,1998,2007,N,Y,Y,1998,1,12,N,1720
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08T00:00:00,Missouri,USA,Missouri/USA,6-3,195,14,55,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000,2012,Y,Y,Y,2000,1,10,N,2039
1542,Predrag,Drobnjak,Predrag Drobnjak,"Drobnjak, Predrag",P. Drobnjak,predrag-drobnjak,1975-10-27T00:00:00,Efes Pilsen,Serbia,Efes Pilsen/Serbia,6-11,270,5,14,Center,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,predrag_drobnjak,2001,2004,N,Y,Y,1997,2,48,N,1542
2768,Chris,Duhon,Chris Duhon,"Duhon, Chris",C. Duhon,chris-duhon,1982-08-31T00:00:00,Duke,USA,Duke/USA,6-1,190,10,21,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,chris_duhon,2004,2012,N,Y,Y,2004,2,38,N,2768
1495,Tim,Duncan,Tim Duncan,"Duncan, Tim",T. Duncan,tim-duncan,1976-04-25T00:00:00,Wake Forest,US Virgin Islands,Wake Forest/US Virgin Islands,6-11,250,20,21,Center-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,tim_duncan,1997,2015,N,Y,Y,1997,1,1,Y,1495
2399,Mike,Dunleavy,Mike Dunleavy,"Dunleavy, Mike",M. Dunleavy,mike-dunleavy,1980-09-15T00:00:00,Duke,USA,Duke/USA,6-9,230,16,34,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mike_dunleavy,2002,2016,N,Y,Y,2002,1,3,N,2399
2648,Ronald,Dupree,Ronald Dupree,"Dupree, Ronald",R. Dupree,ronald-dupree,1981-01-26T00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,209,7,,Forward,Inactive,N,0,,,,,ronald_dupree,2003,2010,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2648
2569,Ndudi,Ebi,Ndudi Ebi,"Ebi, Ndudi",N. Ebi,ndudi-ebi,1984-06-18T00:00:00,Westbury Christian HS (TX),USA,Westbury Christian HS (TX)/USA,6-9,195,3,44,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,ndudi_ebi,2003,2004,Y,Y,Y,2003,1,26,N,2569
2823,John,Edwards,John Edwards,"Edwards, John",J. Edwards,john-edwards,1981-07-31T00:00:00,Kent State,USA,Kent State/USA,7-0,275,3,54,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,john_edwards,2004,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2823
458,Howard,Eisley,Howard Eisley,"Eisley, Howard",H. Eisley,howard-eisley,1972-12-04T00:00:00,Boston College,USA,Boston College/USA,6-2,185,12,10,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,howard_eisley,1994,2005,N,Y,Y,1994,2,30,N,458
1922,Francisco,Elson,Francisco Elson,"Elson, Francisco",F. Elson,francisco-elson,1976-02-28T00:00:00,California,Netherlands,California/Netherlands,7-0,240,9,,Center-Forward,Inactive,N,0,,,,,francisco_elson,2003,2011,N,Y,Y,1999,2,41,N,1922
2408,Melvin,Ely,Melvin Ely,"Ely, Melvin",M. Ely,melvin-ely,1978-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-10,260,9,4,Center-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,melvin_ely,2002,2013,Y,Y,Y,2002,1,12,N,2408
2230,Maurice,Evans,Maurice Evans,"Evans, Maurice",M. Evans,maurice-evans,1978-11-08T00:00:00,Texas,USA,Texas/USA,6-5,220,10,6,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,maurice_evans,2001,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2230
2501,Reggie,Evans,Reggie Evans,"Evans, Reggie",R. Evans,reggie-evans,1980-05-18T00:00:00,Iowa,USA,Iowa/USA,6-8,245,13,30,Center-Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,reggie_evans,2002,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2501
714,Michael,Finley,Michael Finley,"Finley, Michael",M. Finley,michael-finley,1973-03-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-7,225,16,40,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,michael_finley,1995,2009,N,Y,Y,1995,1,21,N,714
965,Derek,Fisher,Derek Fisher,"Fisher, Derek",D. Fisher,derek-fisher,1974-08-09T00:00:00,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,6-1,210,18,6,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,derek_fisher,1996,2013,N,Y,Y,1996,1,24,N,965
2033,Marcus,Fizer,Marcus Fizer,"Fizer, Marcus",M. Fizer,marcus-fizer,1978-08-10T00:00:00,Iowa State,USA,Iowa State/USA,,,6,,,Inactive,N,0,,,,,marcus_fizer,2000,2007,Y,Y,Y,2000,1,4,N,2033
2784,Luis,Flores,Luis Flores,"Flores, Luis",L. Flores,luis-flores,1981-04-11T00:00:00,Manhattan,USA,Manhattan/USA,6-2,195,2,12,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,luis_flores,2004,2004,N,Y,Y,2004,2,55,N,2784
1504,Danny,Fortson,Danny Fortson,"Fortson, Danny",D. Fortson,danny-fortson,1976-03-27T00:00:00,Cincinnati,USA,Cincinnati/USA,6-8,260,10,21,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,danny_fortson,1997,2006,N,Y,Y,1997,1,10,N,1504
1902,Jeff,Foster,Jeff Foster,"Foster, Jeff",J. Foster,jeff-foster,1977-01-16T00:00:00,Southwest Texas State,USA,Southwest Texas State/USA,6-11,250,13,10,Forward-Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jeff_foster,1999,2011,N,Y,Y,1999,1,21,N,1902
1502,Adonal,Foyle,Adonal Foyle,"Foyle, Adonal",A. Foyle,adonal-foyle,1975-03-09T00:00:00,Colgate,St. Vincent & Grenadines,Colgate/St. Vincent & Grenadines,6-10,270,13,31,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,adonal_foyle,1997,2009,N,Y,Y,1997,1,8,N,1502
2499,Richie,Frahm,Richie Frahm,"Frahm, Richie",R. Frahm,richie-frahm,1977-08-14T00:00:00,Gonzaga,USA,Gonzaga/USA,6-5,202,4,,Guard,Inactive,N,0,,,,,richie_frahm,2002,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2499
1883,Steve,Francis,Steve Francis,"Francis, Steve",S. Francis,steve-francis,1977-02-21T00:00:00,Maryland,USA,Maryland/USA,6-3,210,10,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,steve_francis,1999,2007,N,Y,Y,1999,1,2,N,1883
1444,Lawrence,Funderburke,Lawrence Funderburke,"Funderburke, Lawrence",L. Funderburke,lawrence-funderburke,1970-12-15T00:00:00,Ohio State,USA,Ohio State/USA,6-9,230,8,51,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,lawrence_funderburke,1997,2004,N,Y,Y,1994,2,51,N,1444
2429,Dan,Gadzuric,Dan Gadzuric,"Gadzuric, Dan",D. Gadzuric,dan-gadzuric,1978-02-02T00:00:00,UCLA,Netherlands,UCLA/Netherlands,6-11,240,11,50,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,dan_gadzuric,2002,2011,Y,Y,Y,2002,2,33,N,2429
2558,Reece,Gaines,Reece Gaines,"Gaines, Reece",R. Gaines,reece-gaines,1981-01-07T00:00:00,Louisville,USA,Louisville/USA,6-6,205,3,,Guard,Inactive,N,0,,,,,reece_gaines,2003,2005,Y,Y,Y,2003,1,15,N,2558
708,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240,22,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995,2015,N,Y,Y,1995,1,5,Y,708
1727,Pat,Garrity,Pat Garrity,"Garrity, Pat",P. Garrity,pat-garrity,1976-08-23T00:00:00,Notre Dame,USA,Notre Dame/USA,6-9,238,11,8,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,pat_garrity,1998,2007,N,Y,Y,1998,1,19,N,1727
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,1980-07-06T00:00:00,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250,19,16,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,pau_gasol,2001,2018,N,Y,Y,2001,1,3,N,2200
1904,Devean,George,Devean George,"George, Devean",D. George,devean-george,1977-08-29T00:00:00,Augsburg,USA,Augsburg/USA,6-8,235,12,19,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,devean_george,1999,2009,N,Y,Y,1999,1,23,N,1904
2109,Eddie,Gill,Eddie Gill,"Gill, Eddie",E. Gill,eddie-gill,1978-08-16T00:00:00,Weber State,USA,Weber State/USA,6-0,190,8,,Guard,Inactive,N,0,,,,,eddie_gill,2000,2008,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2109
1938,Manu,Ginobili,Manu Ginobili,"Ginobili, Manu",M. Ginobili,manu-ginobili,1977-07-28T00:00:00,Virtus Bologna,Argentina,Virtus Bologna/Argentina,6-6,205,16,20,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,manu_ginobili,2002,2017,N,Y,Y,1999,2,57,N,1938
1921,Gordan,Giricek,Gordan Giricek,"Giricek, Gordan",G. Giricek,gordan-giricek,1977-06-20T00:00:00,CSKA Moscow,Croatia,CSKA Moscow/Croatia,6-6,220,7,2,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,gordan_giricek,2002,2007,N,Y,Y,1999,2,40,N,1921
924,Anthony,Goldwire,Anthony Goldwire,"Goldwire, Anthony",A. Goldwire,anthony-goldwire,1971-09-06T00:00:00,Houston,USA,Houston/USA,6-2,182,8,,Guard,Inactive,N,0,,,,,anthony_goldwire,1995,2005,N,Y,Y,1994,2,52,N,924
2400,Drew,Gooden,Drew Gooden,"Gooden, Drew",D. Gooden,drew-gooden,1981-09-24T00:00:00,Kansas,USA,Kansas/USA,6-10,250,15,90,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,drew_gooden,2002,2015,N,Y,Y,2002,1,4,N,2400
2732,Ben,Gordon,Ben Gordon,"Gordon, Ben",B. Gordon,ben-gordon,1983-04-04T00:00:00,Connecticut,USA,Connecticut/USA,6-3,205,12,7,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,ben_gordon,2004,2014,Y,Y,Y,2004,1,3,N,2732
258,Brian,Grant,Brian Grant,"Grant, Brian",B. Grant,brian-grant,1972-03-05T00:00:00,Xavier,USA,Xavier/USA,6-9,254,13,55,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,brian_grant,1994,2005,N,Y,Y,1994,1,8,N,258
2584,Willie,Green,Willie Green,"Green, Willie",W. Green,willie-green,1981-07-28T00:00:00,Detroit Mercy,USA,Detroit/USA,6-3,205,12,34,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,willie_green,2003,2014,N,Y,Y,2003,2,41,N,2584
1559,Adrian,Griffin,Adrian Griffin,"Griffin, Adrian",A. Griffin,adrian-griffin,1974-07-04T00:00:00,Seton Hall,USA,Seton Hall/USA,6-5,230,10,44,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,adrian_griffin,1999,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1559
2204,Eddie,Griffin,Eddie Griffin,"Griffin, Eddie",E. Griffin,eddie-griffin,1982-05-30T00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,222,5,,Forward,Inactive,N,0,,,,,eddie_griffin,2001,2006,N,Y,Y,2001,1,7,N,2204
339,Tom,Gugliotta,Tom Gugliotta,"Gugliotta, Tom",T. Gugliotta,tom-gugliotta,1969-12-19T00:00:00,North Carolina State,USA,North Carolina State/USA,6-10,250,14,7,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,tom_gugliotta,1992,2004,N,Y,Y,1992,1,6,N,339
2775,Seung-Jin,Ha,Ha Ha,"Ha, Ha",H. Ha,seung-jin-ha,1985-08-04T00:00:00,Yonsei,South Korea,Yonsei/South Korea,7-3,305,3,5,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,seung-jin_ha,2004,2005,Y,Y,Y,2004,2,46,N,2775
1032,Darvin,Ham,Darvin Ham,"Ham, Darvin",D. Ham,darvin-ham,1973-07-23T00:00:00,Texas Tech,USA,Texas Tech/USA,6-7,240,9,8,Forward-Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,darvin_ham,1996,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1032
1888,Richard,Hamilton,Richard Hamilton,"Hamilton, Richard",R. Hamilton,richard-hamilton,1978-02-14T00:00:00,Connecticut,USA,Connecticut/USA,6-7,193,15,32,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,richard_hamilton,1999,2012,N,Y,Y,1999,1,7,N,1888
1052,Ben,Handlogten,Ben Handlogten,"Handlogten, Ben",B. Handlogten,ben-handlogten,1973-11-16T00:00:00,Western Michigan,USA,Western Michigan/USA,6-10,240,3,44,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ben_handlogten,2003,2004,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1052
1723,Matt,Harpring,Matt Harpring,"Harpring, Matt",M. Harpring,matt-harpring,1976-05-31T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-7,230,12,15,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,matt_harpring,1998,2008,N,Y,Y,1998,1,15,N,1723
1733,Al,Harrington,Al Harrington,"Harrington, Al",A. Harrington,al-harrington,1980-02-17T00:00:00,St. Patrick HS (NJ),USA,St. Patrick HS (NJ)/USA,6-9,245,16,7,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,al_harrington,1998,2013,N,Y,Y,1998,1,25,N,1733
970,Othella,Harrington,Othella Harrington,"Harrington, Othella",O. Harrington,othella-harrington,1974-01-31T00:00:00,Georgetown,USA,Georgetown/USA,6-9,235,13,24,Forward-Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,othella_harrington,1996,2007,Y,Y,Y,1996,2,30,N,970
2734,Devin,Harris,Devin Harris,"Harris, Devin",D. Harris,devin-harris,1983-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-3,185,16,34,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,devin_harris,2004,2018,N,Y,Y,2004,1,5,N,2734
2078,Jason,Hart,Jason Hart,"Hart, Jason",J. Hart,jason-hart,1978-04-29T00:00:00,Syracuse,USA,Syracuse/USA,6-3,180,10,,Guard,Inactive,N,0,,,,,jason_hart,2000,2009,N,Y,Y,2000,2,49,N,2078
2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-7,235,21,40,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2617
2239,Trenton,Hassell,Trenton Hassell,"Hassell, Trenton",T. Hassell,trenton-hassell,1979-03-04T00:00:00,Austin Peay,USA,Austin Peay/USA,6-5,227,10,44,Forward-Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,trenton_hassell,2001,2009,N,Y,Y,2001,2,29,N,2239
2217,Brendan,Haywood,Brendan Haywood,"Haywood, Brendan",B. Haywood,brendan-haywood,1979-11-27T00:00:00,North Carolina,USA,North Carolina/USA,7-0,263,13,33,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,brendan_haywood,2001,2014,N,Y,Y,2001,1,20,N,2217
673,Alan,Henderson,Alan Henderson,"Henderson, Alan",A. Henderson,alan-henderson,1972-12-02T00:00:00,Indiana,USA,Indiana/USA,6-9,240,13,44,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,alan_henderson,1995,2006,N,Y,Y,1995,1,16,N,673
2403,,Nene,Nene,Nene,Nene,-nene,1982-09-13T00:00:00,Vasco de Gama,Brazil,Vasco de Gama/Brazil,6-11,250,18,42,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,nene_hilario,2002,2018,N,Y,Y,2002,1,7,N,2403
2550,Kirk,Hinrich,Kirk Hinrich,"Hinrich, Kirk",K. Hinrich,kirk-hinrich,1981-01-02T00:00:00,Kansas,USA,Kansas/USA,6-4,190,14,12,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,kirk_hinrich,2003,2015,N,Y,Y,2003,1,7,N,2550
697,Fred,Hoiberg,Fred Hoiberg,"Hoiberg, Fred",F. Hoiberg,fred-hoiberg,1972-10-15T00:00:00,Iowa State,USA,Iowa State/USA,6-5,210,11,32,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,fred_hoiberg,1995,2004,N,Y,Y,1995,2,52,N,697
109,Robert,Horry,Robert Horry,"Horry, Robert",R. Horry,robert-horry,1970-08-25T00:00:00,Alabama,USA,Alabama/USA,6-10,240,17,25,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,robert_horry,1992,2007,N,Y,Y,1992,1,11,N,109
2067,Eddie,House,Eddie House,"House, Eddie",E. House,eddie-house,1978-05-14T00:00:00,Arizona State,USA,Arizona State/USA,6-1,190,12,55,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,eddie_house,2000,2010,N,Y,Y,2000,2,37,N,2067
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,19,39,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2021,N,Y,Y,2004,1,1,N,2730
2572,Josh,Howard,Josh Howard,"Howard, Josh",J. Howard,josh-howard,1980-04-28T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,210,10,,Forward-Guard,Inactive,N,0,,,,,josh_howard,2003,2012,Y,Y,Y,2003,1,29,N,2572
1716,Larry,Hughes,Larry Hughes,"Hughes, Larry",L. Hughes,larry-hughes,1979-01-23T00:00:00,St. Louis,USA,St. Louis/USA,6-5,185,13,,Guard,Inactive,N,0,,,,,larry_hughes,1998,2011,N,Y,Y,1998,1,8,N,1716
2743,Kris,Humphries,Kris Humphries,"Humphries, Kris",K. Humphries,kris-humphries,1985-02-06T00:00:00,Minnesota,USA,Minnesota/USA,6-9,235,14,43,Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,kris_humphries,2004,2016,N,Y,Y,2004,1,14,N,2743
2599,Brandon,Hunter,Brandon Hunter,"Hunter, Brandon",B. Hunter,brandon-hunter,1980-11-24T00:00:00,Ohio,USA,Ohio/USA,6-7,266,3,34,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,brandon_hunter,2003,2004,N,Y,Y,2003,2,56,N,2599
283,Lindsey,Hunter,Lindsey Hunter,"Hunter, Lindsey",L. Hunter,lindsey-hunter,1970-12-03T00:00:00,Jackson State,USA,Jackson State/USA,6-2,195,17,,Guard,Inactive,N,0,,,,,lindsey_hunter,1993,2009,N,Y,Y,1993,1,10,N,283
2212,Steven,Hunter,Steven Hunter,"Hunter, Steven",S. Hunter,steven-hunter,1981-10-31T00:00:00,DePaul,USA,DePaul/USA,7-0,240,9,45,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,steven_hunter,2001,2009,N,Y,Y,2001,1,15,N,2212
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,20,9,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2022,N,Y,Y,2004,1,9,N,2738
980,Zydrunas,Ilgauskas,Zydrunas Ilgauskas,"Ilgauskas, Zydrunas",Z. Ilgauskas,zydrunas-ilgauskas,1975-06-05T00:00:00,Atletas Kaunas,Lithuania,Atletas Kaunas/Lithuania,7-3,260,14,11,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,zydrunas_ilgauskas,1997,2010,N,Y,Y,1996,1,20,N,980
947,Allen,Iverson,Allen Iverson,"Iverson, Allen",A. Iverson,allen-iverson,1975-06-07T00:00:00,Georgetown,USA,Georgetown/USA,6-0,165,15,3,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,allen_iverson,1996,2009,N,Y,Y,1996,1,1,Y,947
2767,Royal,Ivey,Royal Ivey,"Ivey, Royal",R. Ivey,royal-ivey,1981-12-20T00:00:00,Texas,USA,Texas/USA,6-4,200,10,,Guard,Inactive,N,0,,,,,royal_ivey,2004,2013,N,Y,Y,2004,2,37,N,2767
