PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,player_id
468,Jon,Barry,Jon Barry,"Barry, Jon",J. Barry,jon-barry,1969-07-25T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,210,14,,Guard,Inactive,N,0,,,,,jon_barry,1992,2005,N,Y,Y,1992,1,21,N,468
1499,Tony,Battie,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11T00:00:00,Texas Tech,USA,Texas Tech/USA,6-11,240,15,4,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_battie,1997,2011,N,Y,Y,1997,1,5,N,1499
1952,Raja,Bell,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19T00:00:00,Florida International,US Virgin Islands,Florida International/U.S. Virgin Islands,6-5,210,13,19,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,raja_bell,2000,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1952
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30T00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,7-0,230,9,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999,2009,N,Y,Y,1999,1,5,N,1886
1736,Corey,Benjamin,Corey Benjamin,"Benjamin, Corey",C. Benjamin,corey-benjamin,1978-02-24T00:00:00,Oregon State,USA,Oregon State/USA,6-6,200,5,,Guard,Inactive,N,0,,,,,corey_benjamin,1998,2002,N,Y,Y,1998,1,28,N,1736
128,David,Benoit,David Benoit,"Benoit, David",D. Benoit,david-benoit,1968-05-09T00:00:00,Alabama,USA,Alabama/USA,6-8,220,7,21,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,david_benoit,1991,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,N,128
696,Travis,Best,Travis Best,"Best, Travis",T. Best,travis-best,1972-07-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,5-11,182,11,6,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,travis_best,1995,2004,N,Y,Y,1995,1,23,N,696
1710,Mike,Bibby,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13T00:00:00,Arizona,USA,Arizona/USA,6-2,195,15,20,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mike_bibby,1998,2011,N,Y,Y,1998,1,2,N,1710
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25T00:00:00,Colorado,USA,Colorado/USA,6-3,210,17,1,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997,2013,N,Y,Y,1997,1,3,N,1497
302,Mookie,Blaylock,Mookie Blaylock,"Blaylock, Mookie",M. Blaylock,mookie-blaylock,1967-03-20T00:00:00,Oklahoma,USA,Oklahoma/USA,,,13,,Guard,Inactive,N,0,,,,,mookie_blaylock,1989,2001,N,Y,Y,1989,1,12,N,302
916,Corie,Blount,Corie Blount,"Blount, Corie",C. Blount,corie-blount,1969-01-04T00:00:00,Cincinnati,USA,Cincinnati/USA,6-10,242,12,44,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,corie_blount,1993,2003,N,Y,Y,1993,1,25,N,916
1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30T00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250,10,15,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000,2008,N,Y,Y,1997,2,54,N,1548
1916,Calvin,Booth,Calvin Booth,"Booth, Calvin",C. Booth,calvin-booth,1976-05-07T00:00:00,Penn State,USA,Penn State/USA,6-11,230,11,52,Center,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,calvin_booth,1999,2008,N,Y,Y,1999,2,35,N,1916
1898,Cal,Bowdler,Cal Bowdler,"Bowdler, Cal",C. Bowdler,cal-bowdler,1977-03-31T00:00:00,Old Dominion,USA,Old Dominion/USA,6-10,253,3,6,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,cal_bowdler,1999,2001,N,Y,Y,1999,1,17,N,1898
1477,Bruce,Bowen,Bruce Bowen,"Bowen, Bruce",B. Bowen,bruce-bowen,1971-06-14T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,6-7,200,14,12,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,bruce_bowen,1996,2008,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1477
1763,Ryan,Bowen,Ryan Bowen,"Bowen, Ryan",R. Bowen,ryan-bowen,1975-11-20T00:00:00,Iowa,USA,Iowa/USA,6-9,218,10,,Forward,Inactive,N,0,,,,,ryan_bowen,1999,2009,N,Y,Y,1998,2,55,N,1763
762,Shawn,Bradley,Shawn Bradley,"Bradley, Shawn",S. Bradley,shawn-bradley,1972-03-22T00:00:00,Brigham Young,USA,Brigham Young/USA,7-6,275,13,44,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,shawn_bradley,1993,2004,N,Y,Y,1993,1,2,N,762
1882,Elton,Brand,Elton Brand,"Brand, Elton",E. Brand,elton-brand,1979-03-11T00:00:00,Duke,USA,Duke/USA,6-9,254,18,42,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,elton_brand,1999,2015,N,Y,Y,1999,1,1,N,1882
210,Terrell,Brandon,Terrell Brandon,"Brandon, Terrell",T. Brandon,terrell-brandon,1970-05-20T00:00:00,Oregon,USA,Oregon/USA,5-11,173,12,7,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,terrell_brandon,1991,2002,N,Y,Y,1991,1,11,N,210
359,Chucky,Brown,Chucky Brown,"Brown, Chucky",C. Brown,chucky-brown,1968-02-29T00:00:00,North Carolina State,USA,North Carolina State/USA,6-8,220,13,52,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,chucky_brown,1989,2001,N,Y,Y,1989,2,43,N,359
244,Dee,Brown,Dee Brown,"Brown, Dee",D. Brown,dee-brown,1968-11-29T00:00:00,Jacksonville,USA,Jacksonville/USA,,,12,,Guard,Inactive,N,0,,,,,dee_brown,1990,2001,N,Y,Y,1990,1,19,N,244
136,P.J.,Brown,P.J. Brown,"Brown, P.J.",P. Brown,pj-brown,1969-10-14T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-11,239,16,93,Forward-Center,Inactive,N,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,p.j._brown,1993,2007,N,Y,Y,1992,2,29,N,136
1594,Rick,Brunson,Rick Brunson,"Brunson, Rick",R. Brunson,rick-brunson,1972-06-14T00:00:00,Temple,USA,Temple/USA,6-4,190,9,9,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,rick_brunson,1997,2005,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1594
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,kobe-bryant,1978-08-23T00:00:00,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,6-6,212,20,24,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1996,2015,N,Y,Y,1996,1,13,Y,977
95,Mark,Bryant,Mark Bryant,"Bryant, Mark",M. Bryant,mark-bryant,1965-04-25T00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,250,16,9,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,mark_bryant,1988,2002,N,Y,Y,1988,1,21,N,95
1761,Greg,Buckner,Greg Buckner,"Buckner, Greg",G. Buckner,greg-buckner,1976-09-16T00:00:00,Clemson,USA,Clemson/USA,6-4,210,11,7,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,greg_buckner,1999,2008,N,Y,Y,1998,2,53,N,1761
146,Jud,Buechler,Jud Buechler,"Buechler, Jud",J. Buechler,jud-buechler,1968-06-19T00:00:00,Arizona,USA,Arizona/USA,6-6,228,12,30,Guard-Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,jud_buechler,1990,2001,N,Y,Y,1990,2,38,N,146
1934,Rodney,Buford,Rodney Buford,"Buford, Rodney",R. Buford,rodney-buford,1977-11-02T00:00:00,Creighton,USA,Creighton/USA,6-5,195,6,2,Forward-Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,rodney_buford,1999,2004,N,Y,Y,1999,2,53,N,1934
672,Matt,Bullard,Matt Bullard,"Bullard, Matt",M. Bullard,matt-bullard,1967-06-05T00:00:00,Iowa,USA,Iowa/USA,6-10,229,12,50,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,matt_bullard,1990,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,672
197,Scott,Burrell,Scott Burrell,"Burrell, Scott",S. Burrell,scott-burrell,1971-01-12T00:00:00,Connecticut,USA,Connecticut/USA,6-7,218,8,2,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,scott_burrell,1993,2000,N,Y,Y,1993,1,20,N,197
679,Jason,Caffey,Jason Caffey,"Caffey, Jason",J. Caffey,jason-caffey,1973-06-12T00:00:00,Alabama,USA,Alabama/USA,6-8,256,9,35,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,jason_caffey,1995,2002,N,Y,Y,1995,1,20,N,679
948,Marcus,Camby,Marcus Camby,"Camby, Marcus",M. Camby,marcus-camby,1974-03-22T00:00:00,Massachusetts,USA,Massachusetts/USA,6-11,240,18,23,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,marcus_camby,1996,2012,N,Y,Y,1996,1,2,N,948
922,Elden,Campbell,Elden Campbell,"Campbell, Elden",E. Campbell,elden-campbell,1968-07-23T00:00:00,Clemson,USA,Clemson/USA,7-0,279,16,41,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,elden_campbell,1990,2004,N,Y,Y,1990,1,27,N,922
2073,Brian,Cardinal,Brian Cardinal,"Cardinal, Brian",B. Cardinal,brian-cardinal,1977-05-02T00:00:00,Purdue,USA,Purdue/USA,6-8,240,13,35,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,brian_cardinal,2000,2011,N,Y,Y,2000,2,44,N,2073
1853,Anthony,Carter,Anthony Carter,"Carter, Anthony",A. Carter,anthony-carter,1975-06-16T00:00:00,Hawaii,USA,Hawaii/USA,6-1,190,14,,Guard,Inactive,N,0,,,,,anthony_carter,1999,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1853
1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,23,15,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,vince_carter,1998,2019,N,Y,Y,1998,1,5,N,1713
208,Sam,Cassell,Sam Cassell,"Cassell, Sam",S. Cassell,sam-cassell,1969-11-18T00:00:00,Florida State,USA,Florida State/USA,6-3,185,16,28,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,sam_cassell,1993,2007,N,Y,Y,1993,1,24,N,208
1509,Kelvin,Cato,Kelvin Cato,"Cato, Kelvin",K. Cato,kelvin-cato,1974-08-26T00:00:00,Iowa State,USA,Iowa State/USA,6-11,275,11,26,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,kelvin_cato,1997,2006,N,Y,Y,1997,1,15,N,1509
190,Duane,Causwell,Duane Causwell,"Causwell, Duane",D. Causwell,duane-causwell,1968-05-31T00:00:00,Temple,USA,Temple/USA,7-0,255,12,,Center,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,duane_causwell,1990,2002,N,Y,Y,1990,1,18,N,190
76,Cedric,Ceballos,Cedric Ceballos,"Ceballos, Cedric",C. Ceballos,cedric-ceballos,1969-08-02T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,6-7,220,11,23,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,cedric_ceballos,1990,2000,N,Y,Y,1990,2,48,N,76
164,Chris,Childs,Chris Childs,"Childs, Chris",C. Childs,chris-childs,1967-11-20T00:00:00,Boise State,USA,Boise State/USA,6-3,195,9,,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,chris_childs,1994,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,164
57,Doug,Christie,Doug Christie,"Christie, Doug",D. Christie,doug-christie,1970-05-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-6,205,15,,Guard-Forward,Inactive,N,0,,,,,doug_christie,1992,2006,N,Y,Y,1992,1,17,N,57
1721,Keon,Clark,Keon Clark,"Clark, Keon",K. Clark,keon-clark,1975-04-16T00:00:00,UNLV,USA,UNLV/USA,6-11,221,7,13,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,keon_clark,1998,2003,N,Y,Y,1998,1,13,N,1721
2043,Mateen,Cleaves,Mateen Cleaves,"Cleaves, Mateen",M. Cleaves,mateen-cleaves,1977-09-07T00:00:00,Michigan State,USA,Michigan State/USA,6-2,210,7,,Guard,Inactive,N,0,,,,,mateen_cleaves,2000,2005,Y,Y,Y,2000,1,14,N,2043
1569,Keith,Closs,Keith Closs,"Closs, Keith",K. Closs,keith-closs,1976-04-03T00:00:00,Central Connecticut State,USA,Central Connecticut State/USA,7-3,212,4,33,Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keith_closs,1997,2000,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1569
934,Derrick,Coleman,Derrick Coleman,"Coleman, Derrick",D. Coleman,derrick-coleman,1967-06-21T00:00:00,Syracuse,USA,Syracuse/USA,6-10,270,15,,Forward,Inactive,N,0,,,,,derrick_coleman,1990,2004,N,Y,Y,1990,1,1,N,934
2173,Sean,Colson,Sean Colson,"Colson, Sean",S. Colson,sean-colson,1975-07-01T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-0,175,2,3,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,sean_colson,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2173
1544,Chris,Crawford,Chris Crawford,"Crawford, Chris",C. Crawford,chris-crawford,1975-05-13T00:00:00,Marquette,USA,Marquette/USA,6-9,235,8,4,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,chris_crawford,1997,2003,N,Y,Y,1997,2,50,N,1544
1506,Austin,Croshere,Austin Croshere,"Croshere, Austin",A. Croshere,austin-croshere,1975-05-01T00:00:00,Providence,USA,Providence/USA,6-10,240,12,,Forward,Inactive,N,0,,,,,austin_croshere,1997,2008,N,Y,Y,1997,1,12,N,1506
180,John,Crotty,John Crotty,"Crotty, John",J. Crotty,john-crotty,1969-07-15T00:00:00,Virginia,USA,Virginia/USA,,,11,,Guard,Inactive,N,0,,,,,john_crotty,1992,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,180
1907,Vonteego,Cummings,Vonteego Cummings,"Cummings, Vonteego",V. Cummings,vonteego-cummings,1976-02-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,,,4,,,Inactive,N,0,,,,,vonteego_cummings,1999,2007,Y,Y,Y,1999,1,26,N,1907
209,Dell,Curry,Dell Curry,"Curry, Dell",D. Curry,dell-curry,1964-06-25T00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-5,205,16,30,Guard-Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,dell_curry,1986,2001,N,Y,Y,1986,1,15,N,209
956,Erick,Dampier,Erick Dampier,"Dampier, Erick",E. Dampier,erick-dampier,1975-07-14T00:00:00,Mississippi State,USA,Mississippi State/USA,6-11,265,17,25,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,erick_dampier,1996,2011,N,Y,Y,1996,1,10,N,956
1498,Antonio,Daniels,Antonio Daniels,"Daniels, Antonio",A. Daniels,antonio-daniels,1975-03-19T00:00:00,Bowling Green,USA,Bowling Green/USA,6-4,205,14,22,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,antonio_daniels,1997,2010,Y,Y,Y,1997,1,4,N,1498
1600,Kornel,David,Kornel David,"David, Kornel",K. David,kornel-david,1971-10-22T00:00:00,Budapest AEH,USA,Budapest AEH/USA,6-9,230,3,9,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,kornel_david,1998,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1600
213,Antonio,Davis,Antonio Davis,"Davis, Antonio",A. Davis,antonio-davis,1968-10-31T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-9,245,13,,Forward-Center,Inactive,N,0,,,,,antonio_davis,1993,2005,N,Y,Y,1990,2,45,N,213
1884,Baron,Davis,Baron Davis,"Davis, Baron",B. Davis,baron-davis,1979-04-13T00:00:00,UCLA,USA,UCLA/USA,6-3,212,14,85,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,baron_davis,1999,2011,Y,Y,Y,1999,1,3,N,1884
905,Dale,Davis,Dale Davis,"Davis, Dale",D. Davis,dale-davis,1969-03-25T00:00:00,Clemson,USA,Clemson/USA,6-11,252,17,34,Center-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,dale_davis,1991,2006,N,Y,Y,1991,1,13,N,905
1023,Emanual,Davis,Emanual Davis,"Davis, Emanual",E. Davis,emanual-davis,1968-08-27T00:00:00,Delaware State,USA,Delaware State/USA,6-5,195,7,15,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,emanual_davis,1996,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1023
93,Hubert,Davis,Hubert Davis,"Davis, Hubert",H. Davis,hubert-davis,1970-05-17T00:00:00,North Carolina,USA,North Carolina/USA,6-5,183,13,44,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,hubert_davis,1992,2003,N,Y,Y,1992,1,20,N,93
426,Terry,Davis,Terry Davis,"Davis, Terry",T. Davis,terry-davis,1967-06-17T00:00:00,Virginia Union,USA,Virginia Union/USA,6-10,270,10,54,Center-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,terry_davis,1989,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,N,426
692,Andrew,DeClercq,Andrew DeClercq,"DeClercq, Andrew",A. DeClercq,andrew-declercq,1973-02-01T00:00:00,Florida,USA,Florida/USA,6-10,255,11,,Center,Inactive,N,0,,,,,andrew_declercq,1995,2004,N,Y,Y,1995,2,34,N,692
219,Vinny,Del Negro,Vinny Del Negro,"Del Negro, Vinny",V. Del Negro,vinny-del-negro,1966-08-09T00:00:00,North Carolina State,USA,North Carolina State/USA,,,12,,Guard,Inactive,N,0,,,,,vinny_del negro,1988,2001,N,Y,Y,1988,2,29,N,219
960,Tony,Delk,Tony Delk,"Delk, Tony",T. Delk,tony-delk,1974-01-28T00:00:00,Kentucky,USA,Kentucky/USA,6-2,189,10,00,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,tony_delk,1996,2005,N,Y,Y,1996,1,16,N,960
1722,Michael,Dickerson,Michael Dickerson,"Dickerson, Michael",M. Dickerson,michael-dickerson,1975-06-25T00:00:00,Arizona,USA,Arizona/USA,6-5,190,6,8,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,michael_dickerson,1998,2002,N,Y,Y,1998,1,14,N,1722
124,Vlade,Divac,Vlade Divac,"Divac, Vlade",V. Divac,vlade-divac,1968-02-03T00:00:00,Partizan,Serbia,Partizan/Serbia,7-1,260,17,21,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,vlade_divac,1989,2004,N,Y,Y,1989,1,26,N,124
1720,Michael,Doleac,Michael Doleac,"Doleac, Michael",M. Doleac,michael-doleac,1977-06-15T00:00:00,Utah,USA,Utah/USA,6-11,262,11,51,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,michael_doleac,1998,2007,N,Y,Y,1998,1,12,N,1720
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08T00:00:00,Missouri,USA,Missouri/USA,6-3,195,14,55,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000,2012,Y,Y,Y,2000,1,10,N,2039
