PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,player_id
98,Nick,Anderson,Nick Anderson,"Anderson, Nick",N. Anderson,nick-anderson,1968-01-20T00:00:00,Illinois,USA,Illinois/USA,6-6,228,14,5,Forward-Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,nick_anderson,1989,2002,N,Y,Y,1989,1,11,N,98
1000,Shandon,Anderson,Shandon Anderson,"Anderson, Shandon",S. Anderson,shandon-anderson,1973-12-31T00:00:00,Georgia,USA,Georgia/USA,6-6,215,10,49,Guard-Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,shandon_anderson,1996,2005,N,Y,Y,1996,2,54,N,1000
2425,Robert,Archibald,Robert Archibald,"Archibald, Robert",R. Archibald,robert-archibald,1980-03-29T00:00:00,Illinois,Scotland,Illinois/Scotland,6-11,250,3,34,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,robert_archibald,2002,2003,N,Y,Y,2002,2,31,N,2425
2240,Gilbert,Arenas,Gilbert Arenas,"Arenas, Gilbert",G. Arenas,gilbert-arenas,1982-01-06T00:00:00,Arizona,USA,Arizona/USA,6-4,215,12,10,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,gilbert_arenas,2001,2011,N,Y,Y,2001,2,30,N,2240
2220,Brandon,Armstrong,Brandon Armstrong,"Armstrong, Brandon",B. Armstrong,brandon-armstrong,1980-06-16T00:00:00,Pepperdine,USA,Pepperdine/USA,6-5,185,4,1,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,brandon_armstrong,2001,2003,Y,Y,Y,2001,1,23,N,2220
353,Darrell,Armstrong,Darrell Armstrong,"Armstrong, Darrell",D. Armstrong,darrell-armstrong,1968-06-22T00:00:00,Fayetteville State,USA,Fayetteville State/USA,6-1,180,15,10,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,darrell_armstrong,1994,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,N,353
2306,Carlos,Arroyo,Carlos Arroyo,"Arroyo, Carlos",C. Arroyo,carlos-arroyo,1979-07-30T00:00:00,Florida International,Puerto Rico,Florida International/Puerto Rico,6-2,200,10,45,Guard,Inactive,N,1610612753,Magic,ORL,magic,Orlando,carlos_arroyo,2001,2010,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2306
1088,Chucky,Atkins,Chucky Atkins,"Atkins, Chucky",C. Atkins,chucky-atkins,1974-08-14T00:00:00,South Florida,USA,South Florida/USA,5-11,185,12,17,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chucky_atkins,1999,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1088
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01T00:00:00,UNLV,USA,UNLV/USA,6-8,213,16,2,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991,2005,N,Y,Y,1991,1,9,N,278
1895,William,Avery,William Avery,"Avery, William",W. Avery,william-avery,1979-08-08T00:00:00,Duke,USA,Duke/USA,6-2,180,4,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,william_avery,1999,2002,N,Y,Y,1999,1,14,N,1895
2053,Dalibor,Bagaric,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02T00:00:00,Benston Zagreb,Croatia,Benston Zagreb/Croatia,7-1,290,4,11,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000,2002,N,Y,Y,2000,1,24,N,2053
1753,Toby,Bailey,Toby Bailey,"Bailey, Toby",T. Bailey,toby-bailey,1975-11-19T00:00:00,UCLA,USA,UCLA/USA,6-6,213,3,11,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,toby_bailey,1998,2002,N,Y,Y,1998,2,45,N,1753
2486,Maurice,Baker,Maurice Baker,"Baker, Maurice",M. Baker,maurice-baker,1979-07-28T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-2,200,2,,Guard,Inactive,N,0,,,,,maurice_baker,2002,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2486
452,Vin,Baker,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23T00:00:00,Hartford,USA,Hartford/USA,6-11,240,13,34,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993,2005,N,Y,Y,1993,1,8,N,452
2057,Erick,Barkley,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21T00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185,3,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000,2002,N,Y,Y,2000,1,28,N,2057
2440,Matt,Barnes,Matt Barnes,"Barnes, Matt",M. Barnes,matt-barnes,1980-03-09T00:00:00,UCLA,USA,UCLA/USA,6-7,226,15,22,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,matt_barnes,2002,2016,N,Y,Y,2002,2,45,N,2440
699,Brent,Barry,Brent Barry,"Barry, Brent",B. Barry,brent-barry,1971-12-31T00:00:00,Oregon State,USA,Oregon State/USA,6-7,210,15,17,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,brent_barry,1995,2008,N,Y,Y,1995,1,15,N,699
468,Jon,Barry,Jon Barry,"Barry, Jon",J. Barry,jon-barry,1969-07-25T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,210,14,,Guard,Inactive,N,0,,,,,jon_barry,1992,2005,N,Y,Y,1992,1,21,N,468
2370,Mengke,Bateer,Mengke Bateer,"Bateer, Mengke",M. Bateer,mengke-bateer,1975-11-20T00:00:00,Beijing,China,Beijing/China,6-11,290,4,,Center,Inactive,N,0,,,,,mengke_bateer,2001,2003,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2370
2471,Mike,Batiste,Mike Batiste,"Batiste, Mike",M. Batiste,mike-batiste,1977-11-21T00:00:00,Arizona State,USA,Arizona State/USA,,,2,,,Inactive,N,0,,,,,mike_batiste,2002,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2471
1499,Tony,Battie,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11T00:00:00,Texas Tech,USA,Texas Tech/USA,6-11,240,15,4,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_battie,1997,2011,N,Y,Y,1997,1,5,N,1499
2203,Shane,Battier,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09T00:00:00,Duke,USA,Duke/USA,6-8,220,13,31,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001,2013,N,Y,Y,2001,1,6,N,2203
2437,Lonny,Baxter,Lonny Baxter,"Baxter, Lonny",L. Baxter,lonny-baxter,1979-01-27T00:00:00,Maryland,USA,Maryland/USA,6-8,260,4,35,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,lonny_baxter,2002,2005,N,Y,Y,2002,2,43,N,2437
1952,Raja,Bell,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19T00:00:00,Florida International,US Virgin Islands,Florida International/U.S. Virgin Islands,6-5,210,13,19,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,raja_bell,2000,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1952
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30T00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,7-0,230,9,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999,2009,N,Y,Y,1999,1,5,N,1886
712,Mario,Bennett,Mario Bennett,"Bennett, Mario",M. Bennett,mario-bennett,1973-08-01T00:00:00,Arizona State,USA,Arizona State/USA,6-9,235,5,24,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,mario_bennett,1995,2002,N,Y,Y,1995,1,27,N,712
696,Travis,Best,Travis Best,"Best, Travis",T. Best,travis-best,1972-07-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,5-11,182,11,6,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,travis_best,1995,2004,N,Y,Y,1995,1,23,N,696
1710,Mike,Bibby,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13T00:00:00,Arizona,USA,Arizona/USA,6-2,195,15,20,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mike_bibby,1998,2011,N,Y,Y,1998,1,2,N,1710
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25T00:00:00,Colorado,USA,Colorado/USA,6-3,210,17,1,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997,2013,N,Y,Y,1997,1,3,N,1497
916,Corie,Blount,Corie Blount,"Blount, Corie",C. Blount,corie-blount,1969-01-04T00:00:00,Cincinnati,USA,Cincinnati/USA,6-10,242,12,44,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,corie_blount,1993,2003,N,Y,Y,1993,1,25,N,916
1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30T00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250,10,15,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000,2008,N,Y,Y,1997,2,54,N,1548
41,Anthony,Bonner,Anthony Bonner,"Bonner, Anthony",A. Bonner,anthony-bonner,1968-06-08T00:00:00,St. Louis,USA,St. Louis/USA,6-8,230,7,33,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,anthony_bonner,1990,2002,N,Y,Y,1990,1,23,N,41
2430,Carlos,Boozer,Carlos Boozer,"Boozer, Carlos",C. Boozer,carlos-boozer,1981-11-20T00:00:00,Duke,USA,Duke/USA,6-9,258,13,5,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,carlos_boozer,2002,2014,N,Y,Y,2002,2,34,N,2430
2414,Curtis,Borchardt,Curtis Borchardt,"Borchardt, Curtis",C. Borchardt,curtis-borchardt,1980-09-13T00:00:00,Stanford,USA,Stanford/USA,7-0,242,3,22,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,curtis_borchardt,2002,2004,N,Y,Y,2002,1,18,N,2414
2257,Ruben,Boumtje-Boumtje,Ruben Boumtje-Boumtje,"Boumtje-Boumtje, Ruben",R. Boumtje-Boumtje,ruben-boumtje-boumtje,1978-05-20T00:00:00,Georgetown,USA,Georgetown/USA,7-0,257,4,44,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,ruben_boumtje-boumtje,2001,2003,Y,Y,Y,2001,2,49,N,2257
1477,Bruce,Bowen,Bruce Bowen,"Bowen, Bruce",B. Bowen,bruce-bowen,1971-06-14T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,6-7,200,14,12,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,bruce_bowen,1996,2008,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1477
1763,Ryan,Bowen,Ryan Bowen,"Bowen, Ryan",R. Bowen,ryan-bowen,1975-11-20T00:00:00,Iowa,USA,Iowa/USA,6-9,218,10,,Forward,Inactive,N,0,,,,,ryan_bowen,1999,2009,N,Y,Y,1998,2,55,N,1763
2214,Michael,Bradley,Michael Bradley,"Bradley, Michael",M. Bradley,michael-bradley,1979-04-18T00:00:00,Villanova,USA,Villanova/USA,6-10,245,5,5,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,michael_bradley,2001,2005,N,Y,Y,2001,1,17,N,2214
762,Shawn,Bradley,Shawn Bradley,"Bradley, Shawn",S. Bradley,shawn-bradley,1972-03-22T00:00:00,Brigham Young,USA,Brigham Young/USA,7-6,275,13,44,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,shawn_bradley,1993,2004,N,Y,Y,1993,1,2,N,762
210,Terrell,Brandon,Terrell Brandon,"Brandon, Terrell",T. Brandon,terrell-brandon,1970-05-20T00:00:00,Oregon,USA,Oregon/USA,5-11,173,12,7,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,terrell_brandon,1991,2002,N,Y,Y,1991,1,11,N,210
2452,J.R.,Bremer,J.R. Bremer,"Bremer, J.R.",J. Bremer,jr-bremer,1980-09-19T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-2,185,3,9,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,j.r._bremer,2002,2003,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2452
2249,Jamison,Brewer,Jamison Brewer,"Brewer, Jamison",J. Brewer,jamison-brewer,1980-11-19T00:00:00,Auburn,USA,Auburn/USA,6-4,195,4,,Guard,Inactive,N,0,,,,,jamison_brewer,2001,2004,Y,Y,Y,2001,2,40,N,2249
2056,Primoz,Brezec,Primoz Brezec,"Brezec, Primoz",P. Brezec,primoz-brezec,1979-10-02T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,7-1,255,9,9,Center,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,primoz_brezec,2001,2009,N,Y,Y,2000,1,27,N,2056
2245,Damone,Brown,Damone Brown,"Brown, Damone",D. Brown,damone-brown,1979-06-28T00:00:00,Syracuse,USA,Syracuse/USA,6-8,202,5,,Forward,Inactive,N,0,,,,,damone_brown,2001,2004,Y,Y,Y,2001,2,36,N,2245
2484,Devin,Brown,Devin Brown,"Brown, Devin",D. Brown,devin-brown,1978-12-30T00:00:00,Texas-San Antonio,USA,Texas-San Antonio/USA,6-5,210,9,32,Guard,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,devin_brown,2002,2009,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2484
2081,Ernest,Brown,Ernest Brown,"Brown, Ernest",E. Brown,ernest-brown,1979-05-17T00:00:00,Indian Hills C.C.,USA,Indian Hills C.C./USA,7-0,244,2,52,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,ernest_brown,2001,2003,N,Y,Y,2000,2,52,N,2081
2208,Kedrick,Brown,Kedrick Brown,"Brown, Kedrick",K. Brown,kedrick-brown,1981-03-18T00:00:00,Northwest Florida State,USA,Northwest Florida State/USA,6-7,222,4,,Guard-Forward,Inactive,N,0,,,,,kedrick_brown,2001,2004,Y,Y,Y,2001,1,11,N,2208
2198,Kwame,Brown,Kwame Brown,"Brown, Kwame",K. Brown,kwame-brown,1982-03-10T00:00:00,Glynn Academy HS (GA),USA,Glynn Academy HS (GA)/USA,6-11,290,13,54,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,kwame_brown,2001,2012,N,Y,Y,2001,1,1,N,2198
136,P.J.,Brown,P.J. Brown,"Brown, P.J.",P. Brown,pj-brown,1969-10-14T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-11,239,16,93,Forward-Center,Inactive,N,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,p.j._brown,1993,2007,N,Y,Y,1992,2,29,N,136
753,Randy,Brown,Randy Brown,"Brown, Randy",R. Brown,randy-brown,1968-05-22T00:00:00,New Mexico State,USA,New Mexico State/USA,6-2,190,13,0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,randy_brown,1991,2002,N,Y,Y,1991,2,31,N,753
2357,Tierre,Brown,Tierre Brown,"Brown, Tierre",T. Brown,tierre-brown,1979-06-03T00:00:00,McNeese State,USA,McNeese State/USA,6-2,189,5,,Guard,Inactive,N,0,,,,,tierre_brown,2001,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,2357
1594,Rick,Brunson,Rick Brunson,"Brunson, Rick",R. Brunson,rick-brunson,1972-06-14T00:00:00,Temple,USA,Temple/USA,6-4,190,9,9,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,rick_brunson,1997,2005,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1594
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,kobe-bryant,1978-08-23T00:00:00,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,6-6,212,20,24,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1996,2015,N,Y,Y,1996,1,13,Y,977
95,Mark,Bryant,Mark Bryant,"Bryant, Mark",M. Bryant,mark-bryant,1965-04-25T00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,250,16,9,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,mark_bryant,1988,2002,N,Y,Y,1988,1,21,N,95
1761,Greg,Buckner,Greg Buckner,"Buckner, Greg",G. Buckner,greg-buckner,1976-09-16T00:00:00,Clemson,USA,Clemson/USA,6-4,210,11,7,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,greg_buckner,1999,2008,N,Y,Y,1998,2,53,N,1761
672,Matt,Bullard,Matt Bullard,"Bullard, Matt",M. Bullard,matt-bullard,1967-06-05T00:00:00,Iowa,USA,Iowa/USA,6-10,229,12,50,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,matt_bullard,1990,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,672
2469,Pat,Burke,Pat Burke,"Burke, Pat",P. Burke,pat-burke,1973-12-14T00:00:00,Auburn,Ireland,Auburn/Ireland,6-11,250,4,11,Center-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,pat_burke,2002,2006,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2469
2406,Caron,Butler,Caron Butler,"Butler, Caron",C. Butler,caron-butler,1980-03-13T00:00:00,Connecticut,USA,Connecticut/USA,6-7,228,15,31,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,caron_butler,2002,2015,N,Y,Y,2002,1,10,N,2406
2446,Rasual,Butler,Rasual Butler,"Butler, Rasual",R. Butler,rasual-butler,1979-05-23T00:00:00,La Salle,USA,La Salle/USA,6-7,215,14,,Forward,Inactive,N,0,,,,,rasual_butler,2002,2015,Y,Y,Y,2002,2,52,N,2446
679,Jason,Caffey,Jason Caffey,"Caffey, Jason",J. Caffey,jason-caffey,1973-06-12T00:00:00,Alabama,USA,Alabama/USA,6-8,256,9,35,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,jason_caffey,1995,2002,N,Y,Y,1995,1,20,N,679
948,Marcus,Camby,Marcus Camby,"Camby, Marcus",M. Camby,marcus-camby,1974-03-22T00:00:00,Massachusetts,USA,Massachusetts/USA,6-11,240,18,23,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,marcus_camby,1996,2012,N,Y,Y,1996,1,2,N,948
922,Elden,Campbell,Elden Campbell,"Campbell, Elden",E. Campbell,elden-campbell,1968-07-23T00:00:00,Clemson,USA,Clemson/USA,7-0,279,16,41,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,elden_campbell,1990,2004,N,Y,Y,1990,1,27,N,922
2073,Brian,Cardinal,Brian Cardinal,"Cardinal, Brian",B. Cardinal,brian-cardinal,1977-05-02T00:00:00,Purdue,USA,Purdue/USA,6-8,240,13,35,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,brian_cardinal,2000,2011,N,Y,Y,2000,2,44,N,2073
1853,Anthony,Carter,Anthony Carter,"Carter, Anthony",A. Carter,anthony-carter,1975-06-16T00:00:00,Hawaii,USA,Hawaii/USA,6-1,190,14,,Guard,Inactive,N,0,,,,,anthony_carter,1999,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1853
2466,Maurice,Carter,Maurice Carter,"Carter, Maurice",M. Carter,maurice-carter,1976-10-12T00:00:00,Louisiana State,USA,Louisiana State/USA,6-5,210,2,5,Guard,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,maurice_carter,2002,2003,N,Y,Y,Undrafted,Undrafted,Undrafted,N,2466
1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,23,15,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,vince_carter,1998,2019,N,Y,Y,1998,1,5,N,1713
208,Sam,Cassell,Sam Cassell,"Cassell, Sam",S. Cassell,sam-cassell,1969-11-18T00:00:00,Florida State,USA,Florida State/USA,6-3,185,16,28,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,sam_cassell,1993,2007,N,Y,Y,1993,1,24,N,208
1509,Kelvin,Cato,Kelvin Cato,"Cato, Kelvin",K. Cato,kelvin-cato,1974-08-26T00:00:00,Iowa State,USA,Iowa State/USA,6-11,275,11,26,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,kelvin_cato,1997,2006,N,Y,Y,1997,1,15,N,1509
190,Duane,Causwell,Duane Causwell,"Causwell, Duane",D. Causwell,duane-causwell,1968-05-31T00:00:00,Temple,USA,Temple/USA,7-0,255,12,,Center,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,duane_causwell,1990,2002,N,Y,Y,1990,1,18,N,190
1911,John,Celestand,John Celestand,"Celestand, John",J. Celestand,john-celestand,1977-03-06T00:00:00,Villanova,USA,Villanova/USA,6-3,190,2,20,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,john_celestand,1999,2002,N,Y,Y,1999,2,30,N,1911
2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02T00:00:00,Dominguez HS (CA),USA,Dominguez HS (CA)/USA,7-0,235,20,6,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,tyson_chandler,2001,2019,N,Y,Y,2001,1,2,N,2199
384,Calbert,Cheaney,Calbert Cheaney,"Cheaney, Calbert",C. Cheaney,calbert-cheaney,1971-07-17T00:00:00,Indiana,USA,Indiana/USA,6-7,210,13,40,Guard-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,calbert_cheaney,1993,2005,N,Y,Y,1993,1,6,N,384
164,Chris,Childs,Chris Childs,"Childs, Chris",C. Childs,chris-childs,1967-11-20T00:00:00,Boise State,USA,Boise State/USA,6-3,195,9,,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,chris_childs,1994,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,N,164
57,Doug,Christie,Doug Christie,"Christie, Doug",D. Christie,doug-christie,1970-05-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-6,205,15,,Guard-Forward,Inactive,N,0,,,,,doug_christie,1992,2006,N,Y,Y,1992,1,17,N,57
1721,Keon,Clark,Keon Clark,"Clark, Keon",K. Clark,keon-clark,1975-04-16T00:00:00,UNLV,USA,UNLV/USA,6-11,221,7,13,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,keon_clark,1998,2003,N,Y,Y,1998,1,13,N,1721
